age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
50,2,6,2,2,0,4,1,0,0,40,38
30,2,13,4,3,1,4,1,0,0,70,38
54,2,7,2,7,5,4,0,0,0,43,38
32,2,13,2,11,0,4,1,0,1977,45,38
39,2,9,4,2,1,4,1,0,1564,50,38
47,2,9,2,5,5,2,0,0,0,40,38
47,2,9,2,3,0,4,1,0,0,40,38
28,2,13,4,9,3,4,0,0,1564,40,38
53,2,10,2,3,0,4,1,0,0,55,38
48,2,14,2,3,0,4,1,15024,0,40,38
52,2,6,2,2,0,4,1,0,1887,47,38
65,3,9,2,11,0,4,1,0,0,50,38
26,2,13,4,3,4,1,1,0,0,60,39
39,2,9,2,3,0,4,1,0,0,60,38
67,1,14,0,0,1,4,0,2009,0,40,38
19,5,9,4,0,1,4,0,0,0,20,38
24,2,13,2,9,0,4,1,0,0,50,38
49,2,4,4,9,2,2,1,0,0,45,38
44,1,14,2,9,0,4,1,0,0,35,38
33,5,14,4,9,1,2,0,0,0,35,38
59,3,15,2,9,0,4,1,0,0,55,38
60,2,11,6,0,1,4,1,0,0,40,38
47,2,9,4,0,1,4,1,0,0,33,38
25,2,13,4,3,1,4,1,0,0,50,38
27,2,12,2,0,5,2,0,0,0,25,38
37,2,11,4,2,1,4,1,0,0,45,38
25,2,6,4,6,1,4,0,0,0,40,3
42,5,15,0,9,4,4,0,0,0,40,38
55,2,9,6,7,4,4,0,0,0,30,38
82,2,3,6,7,4,4,1,0,0,20,38
23,2,10,4,9,1,4,1,0,0,25,38
22,2,10,4,0,3,4,0,0,0,20,38
24,2,13,2,3,5,4,0,0,0,40,38
33,2,9,4,0,1,4,0,0,0,50,38
23,2,10,4,11,3,4,0,0,0,40,38
22,2,6,2,6,5,4,0,0,0,40,38
20,2,8,4,6,3,4,1,0,0,40,38
47,2,9,2,2,0,4,1,0,0,40,38
42,2,9,6,11,4,0,0,0,0,40,38
24,2,10,2,5,0,4,1,0,0,30,38
57,2,13,2,3,0,4,1,0,0,50,38
50,2,12,2,3,0,4,1,0,0,50,38
37,2,9,4,6,1,2,1,0,0,40,38
30,2,16,4,9,1,4,0,0,0,15,38
72,2,10,2,10,0,2,1,0,0,40,38
50,3,13,2,11,0,4,1,0,0,60,38
24,2,9,4,7,3,4,1,0,0,40,25
27,2,14,4,3,1,4,1,0,0,37,38
24,2,13,4,11,1,4,1,0,0,60,38
30,2,10,4,7,1,4,1,0,0,24,38
20,2,10,4,0,3,4,0,0,0,35,38
37,2,9,5,2,3,4,1,0,0,40,38
45,2,14,0,3,1,4,0,0,0,50,38
46,2,9,2,2,0,4,1,0,0,40,38
21,2,10,4,0,3,4,0,0,0,8,38
39,2,9,2,9,5,2,0,0,0,40,38
56,4,9,2,3,0,2,1,0,0,45,38
51,2,9,2,13,0,4,1,7298,0,60,38
27,2,15,0,9,1,4,0,0,0,12,38
32,5,9,2,10,0,4,1,0,0,40,38
45,1,9,4,0,1,2,0,0,0,40,38
42,4,13,2,3,0,4,1,0,1977,70,38
34,2,9,2,11,0,4,1,0,0,50,38
53,2,10,5,2,1,4,1,0,2444,45,38
47,3,9,2,9,0,4,1,0,0,38,10
62,2,13,2,3,0,4,1,0,0,40,38
43,2,9,0,0,1,4,0,0,0,40,38
46,2,10,4,6,1,4,0,0,0,45,38
34,2,10,2,9,0,4,1,5178,0,40,38
30,3,10,2,11,0,4,1,0,0,50,38
51,4,15,2,9,0,3,1,99999,0,70,18
39,2,13,2,9,0,4,1,0,1902,50,38
28,2,10,0,3,1,4,0,0,0,40,38
90,2,13,2,3,5,4,0,0,0,40,8
34,2,9,4,2,1,4,1,0,0,48,38
41,2,9,0,7,1,4,0,0,0,40,38
23,2,9,4,5,3,4,1,0,0,24,38
26,2,10,2,0,0,4,1,0,0,40,38
32,2,15,2,9,0,4,1,0,0,40,38
41,2,9,4,6,3,4,0,1831,0,40,28
25,2,10,4,2,1,4,1,0,0,40,38
53,2,9,4,11,1,4,1,0,2559,48,38
31,2,9,2,7,0,4,1,0,0,40,38
18,2,9,4,2,3,4,1,0,0,25,38
51,2,14,4,9,1,4,1,0,0,55,38
20,2,10,4,11,3,4,0,0,0,20,38
31,4,9,2,4,0,4,1,0,0,91,38
23,2,10,4,3,1,4,0,0,0,35,38
32,2,10,5,12,4,4,0,0,0,50,38
37,2,13,4,11,1,4,0,0,0,40,38
31,2,10,0,2,1,4,1,0,0,60,38
49,2,7,0,6,4,2,0,0,0,35,38
18,2,8,4,0,3,4,1,0,0,35,38
37,2,2,4,7,4,4,0,0,0,48,7
48,2,13,2,11,0,4,1,0,0,40,38
39,5,16,0,9,1,4,0,0,0,40,38
47,4,14,2,9,0,4,1,0,0,40,38
46,4,12,0,2,1,4,1,0,0,40,38
17,1,7,4,9,3,4,0,0,0,20,32
38,2,10,2,7,5,4,0,0,0,40,38
37,2,10,2,2,0,1,1,0,0,40,16
17,2,6,4,7,3,4,0,0,0,40,38
34,2,11,4,12,1,4,0,0,1974,40,38
56,2,9,4,2,1,4,1,0,0,40,38
20,2,9,4,2,1,4,1,0,0,40,38
47,3,15,0,9,1,4,1,27828,0,50,38
27,2,10,4,0,2,1,1,0,0,40,18
36,2,12,4,0,4,2,0,0,0,40,22
22,4,13,4,9,3,1,1,0,0,20,18
46,2,10,2,13,0,4,1,0,0,45,38
31,2,10,2,13,0,4,1,5178,0,40,38
62,1,9,6,0,1,4,0,0,0,38,38
46,2,9,2,13,0,2,1,0,0,46,38
25,1,10,4,0,4,2,0,0,0,40,38
19,2,9,4,0,3,4,1,0,2001,40,38
25,2,10,4,6,1,4,1,0,0,42,38
30,2,13,2,0,0,4,1,7298,0,40,38
49,0,9,2,6,0,4,1,0,0,40,38
49,2,10,2,2,0,4,1,0,0,40,38
41,1,9,0,3,3,4,1,0,0,45,38
21,2,10,4,11,4,4,1,0,0,40,38
38,2,10,2,2,0,1,1,0,0,40,29
29,2,9,2,4,0,4,1,0,0,55,38
42,2,9,0,2,2,4,0,0,0,40,38
38,2,9,2,11,0,4,1,0,0,50,38
22,2,10,4,0,3,4,1,0,0,25,11
43,2,9,4,9,1,4,1,4650,0,40,38
36,2,9,2,0,5,4,0,0,0,40,38
46,2,9,2,6,0,4,1,0,0,40,38
18,2,7,4,11,3,4,0,0,0,40,38
59,2,10,5,11,1,4,1,14084,0,60,38
51,2,13,2,3,0,4,1,0,0,50,38
39,4,12,2,0,5,4,0,0,0,40,38
35,0,3,4,2,1,4,1,0,0,40,25
51,2,14,2,3,0,4,1,0,1977,50,38
30,2,13,2,7,0,4,1,0,0,60,38
71,2,9,2,2,0,4,1,0,0,15,38
23,2,9,4,5,3,4,1,0,0,25,38
40,2,10,4,3,1,4,1,0,0,50,38
47,2,10,2,3,0,4,1,0,0,40,38
34,2,2,4,7,2,4,0,0,0,40,12
34,2,13,2,10,0,2,1,0,0,30,38
22,2,10,2,0,5,4,0,0,0,40,38
17,2,7,4,11,3,4,1,0,0,12,38
33,2,13,2,11,0,4,1,0,0,60,38
39,2,13,2,0,0,4,1,0,0,40,38
59,4,9,2,13,0,4,1,0,0,48,38
29,2,10,4,9,1,4,0,0,0,40,38
61,2,10,4,8,1,4,0,0,0,40,38
21,2,12,2,0,5,0,0,0,0,46,38
36,4,9,2,11,5,4,0,7688,0,40,38
67,2,9,2,3,0,4,1,0,0,37,38
19,2,9,4,7,3,4,0,0,0,40,38
29,2,10,4,12,1,4,0,0,0,40,38
56,2,13,6,7,1,4,0,0,0,40,38
38,1,10,2,3,0,4,1,0,0,40,38
21,2,10,4,7,2,2,0,0,0,8,38
45,2,14,0,13,1,4,1,14344,0,48,38
24,2,9,2,2,0,4,1,0,0,40,38
32,2,6,0,2,4,4,1,0,0,40,38
31,2,9,4,4,1,4,1,0,0,40,20
33,2,9,2,6,0,4,1,0,0,40,38
50,2,10,0,12,1,4,0,0,0,36,38
36,5,9,2,10,0,4,1,0,0,48,38
37,4,9,2,2,0,4,1,0,0,45,38
54,2,9,2,2,0,4,1,0,0,40,38
18,2,9,4,7,3,4,1,0,0,12,38
37,2,13,2,3,0,4,1,0,0,60,38
32,1,9,2,13,5,4,0,4064,0,22,38
19,2,6,4,6,3,4,0,0,0,40,38
28,2,13,2,9,0,4,1,0,0,50,38
20,4,10,4,0,3,4,0,0,0,12,10
46,2,13,2,13,0,4,1,15024,0,40,38
54,4,13,0,3,1,4,1,0,0,50,38
40,4,15,2,9,0,4,1,0,0,40,38
42,5,10,0,13,4,4,1,0,0,38,38
61,2,8,6,6,4,4,0,0,0,40,21
55,4,6,2,11,0,4,1,7688,0,50,38
70,3,10,2,3,0,4,1,0,0,20,38
58,2,11,2,2,0,4,1,0,1887,48,38
55,2,12,0,11,4,2,0,0,0,30,38
20,2,10,5,2,1,4,1,0,0,40,38
19,2,10,4,11,3,4,0,0,0,25,38
20,2,10,2,2,0,4,1,0,0,40,38
33,2,7,2,2,0,4,1,0,0,40,38
49,5,9,2,2,0,4,1,0,0,40,31
20,2,10,4,6,3,4,1,0,0,40,38
40,4,9,2,2,0,4,1,3411,0,40,38
48,4,14,2,3,0,4,1,0,0,40,25
37,2,9,2,13,0,4,1,0,0,40,38
27,2,10,4,0,3,4,0,0,0,40,38
37,5,12,0,9,4,4,0,0,0,38,38
37,4,13,2,2,0,4,1,0,0,65,38
60,2,13,0,3,1,4,0,0,0,40,17
30,2,9,4,2,1,2,1,0,0,46,38
25,2,15,4,9,1,4,0,0,0,8,21
18,2,8,4,5,3,4,1,0,0,18,38
28,5,15,4,9,1,4,1,0,0,90,38
53,5,10,2,10,0,4,1,0,0,60,38
61,2,9,0,3,1,4,0,0,0,40,38
34,5,13,2,0,0,4,1,0,0,20,21
79,4,11,2,11,0,4,1,0,0,20,38
30,2,9,2,6,0,4,1,0,0,60,20
36,2,9,2,9,0,4,1,0,1977,40,38
23,2,13,2,11,0,4,1,0,0,40,38
64,2,16,2,9,0,4,1,0,0,60,38
30,2,9,4,0,3,4,0,0,0,40,38
31,4,9,4,7,4,4,0,0,0,40,38
52,3,13,2,11,0,4,1,0,0,60,38
24,1,6,4,2,4,2,1,0,0,65,13
43,4,13,5,2,4,4,1,0,0,35,38
67,2,9,6,5,2,2,1,0,0,32,38
37,2,12,0,2,1,2,1,0,0,40,38
37,2,10,0,2,1,4,1,0,0,50,38
44,2,12,4,3,1,1,0,0,0,50,38
42,1,14,4,9,1,4,0,0,1741,35,38
59,2,9,2,2,0,4,1,0,0,40,38
35,2,9,4,5,2,4,1,0,0,40,28
26,2,10,0,2,1,4,1,0,0,43,38
31,2,10,4,3,1,4,1,0,0,40,38
29,2,9,4,13,4,4,1,0,0,55,38
26,2,10,2,13,0,4,1,7298,0,55,38
17,2,7,4,0,3,4,0,0,0,16,38
38,4,9,2,2,0,4,1,4064,0,40,38
57,5,13,0,0,4,4,1,2174,0,37,38
37,4,9,2,11,0,4,1,99999,0,50,38
48,2,7,5,7,1,2,0,0,0,35,38
50,2,14,2,3,0,1,1,7298,0,40,29
29,2,13,2,3,5,4,0,0,0,50,38
19,5,10,4,7,3,4,1,0,0,10,38
56,4,10,2,11,0,4,1,0,0,45,38
20,2,5,4,6,3,4,1,0,0,40,38
27,2,9,2,6,0,4,1,0,0,50,38
40,2,12,0,7,1,4,0,0,0,40,38
34,1,9,2,7,5,4,0,0,1740,35,38
38,2,13,2,3,0,4,1,15024,0,50,38
38,2,13,0,9,1,4,0,0,0,35,38
17,2,6,4,7,3,4,0,0,0,21,38
47,3,14,2,3,0,4,1,15024,0,55,38
54,2,11,2,12,0,4,1,7688,0,40,38
33,2,10,4,6,1,2,1,0,0,40,38
31,2,9,2,13,0,4,1,0,0,65,38
31,2,12,2,11,0,4,1,0,0,60,38
67,1,14,4,3,2,4,0,15831,0,72,38
36,2,14,2,9,0,4,1,0,0,60,38
30,2,4,4,2,1,4,1,0,0,38,38
44,3,13,2,3,0,4,1,0,0,45,38
45,2,13,2,9,0,4,1,0,0,60,38
39,4,10,2,4,0,4,1,0,0,60,38
34,2,9,0,2,1,4,1,3325,0,35,38
18,2,7,4,7,3,4,1,0,0,20,38
35,2,9,4,7,4,2,0,0,0,40,38
44,2,10,2,13,0,4,1,0,0,72,38
57,4,10,2,13,0,4,1,0,0,45,38
53,0,10,6,0,1,2,0,0,0,40,38
42,2,13,2,0,5,2,0,0,0,40,38
34,1,13,4,9,2,2,1,0,0,15,38
39,2,10,0,13,1,4,1,0,0,65,38
64,2,13,0,11,1,4,0,0,0,5,38
51,2,10,0,0,4,4,0,0,0,40,38
24,2,10,4,7,1,4,1,0,0,30,38
61,2,5,4,6,4,2,0,0,0,40,38
27,2,11,2,2,0,4,1,0,0,40,25
20,2,5,4,11,3,4,0,0,0,40,38
23,2,7,4,2,4,4,1,0,0,35,38
25,2,10,2,3,5,3,0,0,0,40,38
43,2,9,2,3,0,4,1,15024,0,50,38
20,2,7,2,5,2,4,1,2961,0,35,38
35,2,11,0,13,1,4,1,0,0,50,38
48,4,10,4,0,1,4,1,0,0,40,38
28,2,14,2,9,0,4,1,0,0,48,38
31,2,10,2,11,0,4,1,0,0,40,38
47,2,10,2,9,0,4,1,0,0,70,38
43,0,13,0,3,1,4,1,0,0,40,38
24,2,13,4,2,1,4,0,0,0,40,38
61,2,9,2,7,0,4,1,0,0,40,38
39,3,5,2,3,0,4,1,0,1651,40,25
21,2,12,4,9,1,4,0,0,0,40,38
27,4,9,0,13,1,4,1,0,0,70,38
58,2,6,2,13,0,4,1,0,0,40,38
24,2,10,4,7,4,2,0,0,0,35,38
26,2,3,5,2,1,3,1,0,0,35,25
52,2,10,0,11,4,4,0,0,0,50,38
50,1,9,0,7,4,4,0,0,0,49,5
45,4,15,4,9,1,4,1,0,0,30,38
17,2,6,4,5,3,4,1,0,0,20,38
47,2,9,2,9,0,4,1,5013,0,24,38
30,2,10,4,4,2,2,1,0,0,72,38
21,2,10,4,11,3,4,0,0,0,8,38
51,5,11,0,9,4,4,0,0,0,40,38
24,2,14,2,9,5,4,0,0,0,35,38
23,2,10,4,9,3,4,0,0,0,25,38
36,2,13,4,3,1,4,1,27828,0,40,38
50,2,10,2,2,0,4,1,0,0,40,38
65,3,9,2,3,0,4,1,0,0,40,38
23,1,13,4,9,1,4,0,0,0,35,38
20,2,10,4,13,1,4,1,0,0,32,38
38,2,13,0,11,1,4,1,0,0,48,38
75,4,9,2,11,0,4,1,0,0,35,38
19,2,10,4,7,2,2,1,0,0,35,38
24,5,13,4,9,1,4,0,0,0,20,38
21,2,10,4,0,3,1,0,0,0,40,39
35,1,10,5,0,4,0,0,0,0,40,38
39,2,9,2,13,0,4,1,0,0,55,38
66,4,10,4,11,1,4,0,0,0,20,38
48,3,13,2,4,0,4,1,0,0,70,38
36,2,9,2,2,0,4,1,3103,0,40,38
30,4,12,4,2,3,4,1,0,0,40,38
30,2,9,4,13,1,4,1,0,0,60,38
38,2,9,4,2,1,4,1,0,0,40,38
17,2,6,4,11,3,4,0,0,0,10,38
23,2,10,4,7,1,4,0,0,0,28,38
36,4,10,4,7,4,4,0,0,0,50,38
37,4,9,2,2,0,4,1,0,0,40,38
62,2,9,6,7,1,4,0,0,0,24,38
29,2,10,2,0,0,2,1,0,0,50,38
39,2,12,4,2,1,4,1,0,0,40,38
48,2,9,2,6,0,4,1,3103,0,46,38
30,2,9,4,5,2,4,1,0,0,40,38
58,2,9,2,6,0,4,1,0,0,40,38
47,2,9,5,7,1,4,0,0,0,40,38
29,2,9,2,2,0,4,1,0,0,60,38
42,2,13,0,9,4,4,1,0,653,50,38
26,2,13,4,12,1,4,0,0,0,40,38
54,2,9,3,3,1,4,0,0,0,43,38
82,2,9,6,3,1,4,0,0,4356,18,38
35,2,6,2,7,0,1,1,0,0,60,18
21,2,12,4,7,3,4,0,0,0,5,38
36,2,9,0,2,1,4,1,0,0,40,38
49,2,9,2,2,5,4,0,0,0,40,38
32,2,10,2,12,5,4,0,0,0,32,38
42,2,9,2,6,5,4,0,0,0,40,38
33,2,10,2,2,5,4,0,0,0,60,38
53,2,14,4,9,1,4,0,0,1564,54,38
33,2,9,4,0,1,4,1,0,0,40,38
33,2,10,2,2,0,4,1,0,0,40,38
22,2,10,4,4,3,4,1,0,0,10,38
58,0,13,2,3,0,4,1,0,0,40,38
66,2,10,2,11,0,4,1,0,0,24,38
34,2,3,2,4,0,4,1,0,0,40,25
50,2,9,2,2,0,4,1,0,0,40,38
27,2,13,4,0,3,1,0,0,0,50,24
19,2,8,4,11,3,4,0,0,0,18,38
47,2,9,2,11,0,4,1,0,0,40,38
44,0,9,4,0,4,4,0,0,0,40,38
30,2,9,4,0,4,4,0,0,0,40,38
37,2,9,3,4,4,3,1,0,0,40,25
37,2,3,5,7,4,4,0,0,0,40,38
23,2,9,4,11,3,4,1,0,0,40,38
54,2,10,2,2,0,4,1,0,0,45,38
42,2,12,2,11,0,4,1,0,0,45,38
27,2,9,0,11,4,4,0,0,0,37,38
27,2,13,4,9,1,4,1,0,0,60,38
36,2,10,0,3,4,4,0,0,0,40,38
48,4,10,2,3,0,4,1,0,0,60,38
46,2,11,0,12,4,2,0,0,625,40,38
57,2,13,2,10,0,4,1,0,0,40,38
36,4,14,4,11,1,4,1,10520,0,45,38
28,2,11,2,7,0,4,1,0,0,40,38
37,1,13,2,9,0,4,1,0,1887,40,38
51,2,4,6,6,1,0,0,0,0,40,38
30,0,9,4,0,1,2,0,0,0,50,38
19,2,10,4,11,2,4,1,0,0,40,38
52,2,6,2,5,0,4,1,0,0,45,38
43,5,16,4,9,1,4,0,0,0,40,38
33,4,10,4,4,1,4,1,0,0,70,38
36,2,9,4,11,1,4,0,0,0,40,38
52,2,10,0,0,4,4,0,0,0,35,38
33,2,5,2,13,2,4,1,0,0,40,25
20,2,10,4,0,3,3,0,0,0,40,38
30,2,10,4,2,2,4,1,0,0,55,6
18,2,7,4,7,3,4,1,0,0,15,28
33,2,9,4,13,1,4,1,0,0,40,38
35,2,11,0,9,3,2,1,0,0,40,38
24,2,13,4,9,1,4,0,0,0,40,38
30,2,10,4,7,4,4,0,0,0,36,38
39,2,3,2,7,0,1,1,0,0,40,29
24,2,5,2,11,0,4,1,0,0,45,25
41,2,10,5,3,1,2,0,0,0,40,38
31,2,7,4,7,1,4,1,0,0,40,38
50,1,13,4,9,3,4,0,0,0,40,38
43,2,4,2,2,0,4,1,0,0,45,38
57,3,13,2,3,0,4,1,7688,0,60,38
40,2,9,2,2,0,4,1,0,0,40,38
34,2,12,4,9,1,4,1,0,0,40,38
28,3,9,4,3,3,4,1,0,0,40,38
32,2,13,4,13,1,4,1,0,0,40,38
57,2,10,0,11,1,4,0,0,0,48,38
43,2,13,2,6,0,4,1,0,1902,40,38
38,4,9,2,3,0,4,1,0,0,99,38
29,2,9,4,2,1,4,1,0,0,50,38
29,2,9,4,6,1,4,1,0,0,48,38
31,2,9,4,2,1,0,1,0,0,45,38
55,2,9,0,13,1,4,1,0,0,40,38
37,2,14,0,9,4,4,1,0,0,48,38
39,2,11,2,3,0,4,1,0,0,40,38
27,2,7,3,11,3,1,1,0,0,35,18
30,2,13,4,12,1,4,0,0,0,40,38
52,2,10,0,3,1,4,1,0,0,60,38
40,2,10,2,2,0,4,1,0,0,40,38
51,2,13,2,9,0,4,1,0,0,70,38
22,2,10,4,0,2,2,0,0,0,30,22
22,2,10,0,11,3,4,0,0,0,48,19
24,2,14,4,9,1,4,0,0,0,45,38
45,2,11,2,9,0,4,1,0,0,24,38
47,2,9,2,2,0,4,1,0,0,50,38
44,2,10,2,2,0,4,1,5178,0,50,38
17,2,6,4,7,3,4,1,0,0,12,38
31,2,15,2,9,5,4,0,0,0,60,38
30,2,9,4,5,1,4,1,0,0,50,10
52,4,9,0,13,1,4,1,0,0,65,38
21,2,6,4,5,1,3,1,0,0,40,5
28,2,10,4,7,4,4,0,0,0,35,38
31,2,10,4,0,1,4,0,0,0,43,38
42,2,9,0,6,1,4,0,0,0,40,38
22,2,9,4,7,1,4,0,0,0,40,38
40,5,16,4,9,1,2,0,0,0,40,38
34,2,10,4,0,2,4,0,0,0,40,38
50,2,10,2,11,0,4,1,0,0,60,38
36,2,13,4,11,1,1,0,0,0,50,2
26,2,9,2,5,0,4,1,0,0,50,38
38,3,9,2,3,0,4,1,0,0,40,38
42,1,13,4,0,1,4,0,99999,0,40,38
22,0,13,4,12,3,4,1,0,0,8,38
49,2,9,2,13,0,4,1,0,0,44,38
20,2,9,4,7,3,4,1,0,0,30,38
27,2,13,3,0,1,4,1,0,0,40,38
71,4,6,2,2,0,4,1,0,0,8,38
39,3,14,2,3,0,4,1,0,0,60,38
28,2,10,4,11,1,2,1,0,0,50,38
20,2,10,4,5,3,4,1,0,0,20,38
47,2,11,2,2,0,4,1,7688,0,40,38
51,4,11,2,12,0,4,1,0,0,38,38
35,2,13,2,3,0,4,1,0,0,45,38
56,4,10,2,3,0,4,1,0,0,50,38
27,2,9,2,7,5,4,0,0,0,40,38
63,2,9,6,6,2,2,0,0,0,40,13
30,2,9,4,7,4,4,0,0,0,40,38
54,2,10,0,3,1,4,0,0,0,40,21
39,2,9,2,2,0,4,1,0,0,40,38
25,2,10,2,2,0,4,1,0,0,40,3
26,2,11,0,9,4,4,0,0,0,36,38
33,3,16,2,9,0,4,1,0,0,40,4
36,1,13,0,0,4,4,0,0,0,35,15
52,2,11,5,3,4,2,0,0,0,60,38
57,2,9,2,11,0,4,1,0,0,50,38
33,2,9,2,11,0,4,1,0,0,40,38
27,2,10,4,5,3,1,1,0,0,40,38
32,2,10,2,6,0,4,1,0,0,40,38
48,4,10,5,11,4,4,0,0,0,50,38
17,2,6,4,7,3,4,1,0,0,16,38
52,1,14,2,9,0,2,1,0,0,40,38
61,2,9,2,2,0,4,1,0,0,45,38
37,2,13,4,6,1,2,1,0,1719,32,38
37,2,13,4,2,1,4,1,0,0,40,38
58,1,9,2,10,0,4,1,3908,0,40,38
43,5,14,4,9,1,4,1,0,0,45,38
51,2,9,4,5,3,4,0,0,0,40,38
28,2,9,2,2,0,4,1,0,1740,30,38
64,0,4,6,7,4,4,0,0,0,30,32
50,2,9,2,2,0,4,1,0,0,50,38
46,4,9,2,4,0,4,1,4386,0,70,38
64,3,16,2,3,0,4,1,0,1902,60,38
24,2,10,3,11,4,3,0,0,0,30,6
35,2,7,2,2,0,4,1,0,2057,40,38
33,2,7,2,5,0,4,1,0,0,50,38
78,2,14,6,2,4,1,1,0,0,40,34
18,2,6,4,7,3,4,1,0,0,6,38
61,2,9,2,3,0,4,1,0,0,50,38
28,1,14,4,9,1,4,0,0,0,40,38
38,5,9,2,9,5,4,0,0,0,40,38
22,2,10,4,11,1,4,1,0,0,20,38
25,2,13,4,11,3,4,0,0,0,40,38
70,2,11,2,6,0,4,1,9386,0,50,38
36,5,16,2,9,5,4,0,0,0,36,38
27,2,13,4,7,1,1,1,0,0,40,29
27,2,9,4,0,1,4,0,0,0,70,38
56,2,3,2,2,0,2,1,0,0,40,37
51,2,13,0,9,1,4,0,0,0,50,38
43,2,14,0,3,1,4,0,0,0,50,38
50,2,9,2,2,0,4,1,0,0,40,38
45,2,14,0,9,4,4,0,0,0,50,38
31,2,13,2,9,0,4,1,0,0,35,38
42,1,10,2,10,0,4,1,0,0,52,38
20,2,11,4,12,3,4,0,0,0,25,38
40,2,6,2,6,0,4,1,0,0,40,38
59,2,7,2,6,0,4,1,0,0,40,38
48,2,13,2,11,0,4,1,4386,0,50,38
34,2,10,4,2,1,2,1,0,0,28,38
45,0,10,2,12,0,4,1,7688,0,40,12
20,2,9,4,7,2,3,1,0,0,40,25
26,2,10,1,10,0,4,1,0,0,40,38
43,2,10,5,9,4,4,0,0,0,40,38
36,2,11,2,5,0,4,1,0,0,38,38
39,2,13,2,0,0,4,1,0,0,45,38
29,2,6,5,11,4,4,0,0,0,40,38
29,2,9,2,0,5,4,0,2829,0,40,38
18,2,7,4,7,3,4,0,0,0,6,38
64,3,13,2,9,0,4,1,0,0,40,38
51,4,12,2,3,0,4,1,0,0,40,38
26,2,9,4,6,4,4,0,0,0,40,38
43,0,15,2,9,0,1,1,0,0,50,18
25,2,13,4,11,1,4,1,0,0,40,38
32,2,9,0,0,3,4,0,0,0,40,38
19,2,7,4,13,2,4,1,0,0,10,38
30,2,13,4,9,1,4,1,0,0,50,19
70,3,10,2,3,0,4,1,0,0,30,38
54,0,13,0,3,1,4,1,0,0,40,38
48,2,13,2,3,0,4,1,0,0,40,38
51,2,16,4,9,1,4,1,0,0,40,38
44,2,13,2,0,0,4,1,0,0,45,38
30,4,9,4,11,4,4,1,0,0,66,38
28,2,15,4,9,1,4,1,0,0,55,38
58,2,9,6,2,4,4,1,8614,0,52,25
34,2,13,4,3,1,4,0,0,0,40,38
28,4,9,4,7,1,4,0,0,0,28,38
29,2,13,2,11,0,4,1,0,0,40,38
19,2,9,4,0,1,4,0,0,0,40,38
61,2,9,2,3,0,4,1,0,0,50,38
67,3,14,2,11,0,4,1,0,0,48,38
30,5,13,3,0,1,4,1,0,0,40,38
23,2,10,4,7,1,4,1,0,0,25,38
40,2,13,5,11,1,4,1,0,0,40,38
22,2,13,4,9,1,4,1,0,0,55,38
40,1,9,2,0,5,4,0,0,0,40,38
34,2,13,2,3,0,4,1,0,0,40,38
26,2,10,4,7,3,4,1,0,0,40,38
34,4,13,2,2,0,4,1,0,0,40,38
32,2,13,2,3,0,4,1,0,0,60,38
38,2,10,2,3,0,4,1,0,0,50,38
51,2,9,2,2,0,4,1,0,0,40,38
58,2,9,0,11,2,4,0,0,0,32,38
33,2,9,2,2,0,4,1,0,0,40,38
33,2,11,0,7,4,4,0,0,0,40,38
53,4,10,2,13,0,4,1,0,0,72,38
49,2,10,0,9,1,4,1,0,0,45,38
26,2,11,0,11,3,4,0,594,0,35,38
44,2,10,2,2,0,4,1,0,0,45,38
32,2,13,2,9,0,4,1,0,0,40,38
42,3,9,2,11,0,4,1,0,0,60,38
26,2,10,4,13,1,4,1,0,0,40,38
29,2,13,4,9,1,4,1,8614,0,45,38
41,4,11,2,4,0,4,1,0,0,70,38
31,1,9,2,10,0,4,1,0,0,48,38
18,2,7,4,7,3,4,0,0,0,20,38
61,2,9,2,0,0,4,1,0,0,40,38
18,2,10,4,11,3,4,0,0,0,25,38
46,2,10,2,0,0,4,1,0,0,40,38
27,4,10,2,7,5,4,0,0,0,50,38
49,2,9,0,13,1,4,1,0,0,90,38
72,2,14,4,9,1,4,1,2329,0,60,38
22,2,9,4,2,3,4,1,0,0,50,38
34,2,10,2,7,0,4,1,0,0,40,38
47,4,13,2,3,3,4,1,0,0,60,38
28,5,10,4,0,1,4,0,0,0,38,38
41,2,14,2,9,0,4,1,15024,0,40,38
35,2,9,2,3,0,4,1,0,0,55,19
36,4,4,2,2,0,4,1,0,0,35,38
36,2,13,2,3,5,4,0,0,0,60,10
28,3,13,4,11,1,4,1,0,0,50,38
53,4,10,2,4,0,4,1,0,0,45,38
42,2,13,2,0,5,1,0,0,1887,40,29
38,2,13,2,11,0,4,1,0,0,40,38
35,5,10,4,4,3,4,1,0,0,40,38
35,2,9,2,3,0,4,1,0,0,50,38
44,3,10,2,11,0,4,1,5178,0,60,38
22,2,9,4,2,3,4,1,2907,0,40,38
32,2,9,2,2,0,4,1,0,0,40,38
50,2,12,2,0,0,4,1,0,0,60,3
36,4,9,5,7,1,4,0,0,0,16,38
33,2,10,4,0,4,4,1,0,0,40,38
27,2,9,2,0,5,2,0,0,1887,40,38
45,2,11,2,9,0,4,1,0,0,40,38
36,4,10,2,2,0,4,1,0,0,60,38
33,0,9,2,0,0,2,1,0,0,40,38
32,2,9,4,7,3,4,0,0,0,35,38
46,2,9,4,5,2,4,1,0,0,5,38
26,2,9,0,2,1,4,1,0,0,55,38
